state_name,month_of_crash,timestamp_of_crash,latitude,longitude,route_signing_name,first_harmful_event_name,number_of_fatalities,number_of_drunk_drivers,age,sex,person_type_name,police_reported_alcohol_involvement,police_reported_drug_involvement,non_motorist_safety_equipment_use
Louisiana,5,2016-05-11 22:12:00 UTC,30.51915833,-90.48776944,State Highway,Non-Motorist on Personal Conveyance,1,0,27,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-27 20:10:00 UTC,32.51391667,-93.7335,Interstate,Pedestrian,1,0,20,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-27 20:10:00 UTC,32.51391667,-93.7335,Interstate,Pedestrian,1,0,20,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-27 20:10:00 UTC,32.51391667,-93.7335,Interstate,Pedestrian,1,0,44,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-27 20:10:00 UTC,32.51391667,-93.7335,Interstate,Pedestrian,1,0,44,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-27 20:10:00 UTC,32.51391667,-93.7335,Interstate,Pedestrian,1,0,44,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-27 20:10:00 UTC,32.51391667,-93.7335,Interstate,Pedestrian,1,0,44,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,9,2016-09-20 01:14:00 UTC,32.54135833,-93.63248889,Interstate,Pedestrian,1,0,36,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,10,2016-10-28 11:43:00 UTC,30.20341944,-93.20978889,Local Street – Municipality,Motor Vehicle in Transport,1,0,20,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,5,2016-05-02 02:07:00 UTC,29.95707778,-90.093575,Interstate,Pedestrian,1,0,40,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,5,2016-05-02 02:07:00 UTC,29.95707778,-90.093575,Interstate,Pedestrian,1,0,57,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,5,2016-05-02 02:07:00 UTC,29.95707778,-90.093575,Interstate,Pedestrian,1,0,55,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,5,2016-05-08 20:18:00 UTC,30.2748,-91.22330556,State Highway,Pedestrian,1,2,16,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,5,2016-05-08 20:18:00 UTC,30.2748,-91.22330556,State Highway,Pedestrian,1,2,23,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,5,2016-05-08 20:18:00 UTC,30.2748,-91.22330556,State Highway,Pedestrian,1,2,41,Male,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),Not Reported,Not Reported
Louisiana,5,2016-05-08 20:18:00 UTC,30.2748,-91.22330556,State Highway,Pedestrian,1,2,17,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,4,2016-04-12 21:12:00 UTC,29.89415,-90.10110278,U.S. Highway,Pedestrian,1,0,61,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,4,2016-04-12 21:12:00 UTC,29.89415,-90.10110278,U.S. Highway,Pedestrian,1,0,66,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,1,2016-01-20 06:27:00 UTC,30.19840278,-91.99803056,U.S. Highway,Pedalcyclist,1,0,24,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,5,2016-05-21 02:19:00 UTC,30.42498333,-91.10511944,State Highway,Pedestrian,1,1,41,Male,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Louisiana,5,2016-05-08 22:38:00 UTC,30.46750833,-91.13026111,Local Street – Municipality,Pedestrian,1,0,21,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,7,2016-07-28 23:00:00 UTC,30.13536667,-92.10617222,U.S. Highway,Pedestrian,1,0,33,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Louisiana,3,2016-03-23 19:37:00 UTC,30.02938056,-90.04509167,Local Street – Municipality,Pedalcyclist,1,0,31,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,4,2016-04-07 20:10:00 UTC,30.19836111,-90.86445556,U.S. Highway,Pedestrian,1,0,44,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,4,2016-04-29 03:53:00 UTC,30.52085,-90.95655,State Highway,Pedestrian,1,0,62,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,11,2016-11-19 18:13:00 UTC,29.96963333,-92.091775,State Highway,Pedalcyclist,1,0,54,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Louisiana,8,2016-08-25 04:45:00 UTC,30.50438611,-90.55592778,U.S. Highway,Pedestrian,1,0,31,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,11,2016-11-19 18:13:00 UTC,29.96963333,-92.091775,State Highway,Pedalcyclist,1,0,51,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
Louisiana,5,2016-05-08 20:18:00 UTC,30.2748,-91.22330556,State Highway,Pedestrian,1,2,31,Male,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Louisiana,1,2016-01-07 17:49:00 UTC,29.5788,-90.69043056,State Highway,Pedestrian,1,0,47,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,11,2016-11-26 17:40:00 UTC,30.45290833,-91.24662222,State Highway,Pedestrian,1,1,52,Male,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-14 21:04:00 UTC,32.55803333,-93.73615833,Interstate,Motor Vehicle in Transport,1,0,26,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,4,2016-04-03 17:59:00 UTC,32.44406667,-93.786775,Local Street – Municipality,Pedestrian,1,0,23,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,4,2016-04-03 17:59:00 UTC,32.44406667,-93.786775,Local Street – Municipality,Pedestrian,1,0,17,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,4,2016-04-03 17:59:00 UTC,32.44406667,-93.786775,Local Street – Municipality,Pedestrian,1,0,3,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,1,2016-01-19 19:15:00 UTC,30.28648056,-89.74881944,Interstate,Pedestrian,1,0,51,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,2,2016-02-15 15:16:00 UTC,30.262025,-90.91698056,State Highway,Pedestrian,1,0,20,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),Yes (Drugs Involved),Not Reported
Louisiana,8,2016-08-31 06:20:00 UTC,30.45888056,-90.47455,Local Street – Frontage Road (Since 1994),Pedestrian,1,0,28,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,1,2016-01-07 22:19:00 UTC,30.50483056,-90.44833889,Local Street – Municipality,Pedestrian,1,0,29,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,7,2016-07-04 23:19:00 UTC,32.40215278,-93.83871944,State Highway,Pedestrian,1,0,25,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,1,2016-01-07 22:19:00 UTC,30.50483056,-90.44833889,Local Street – Municipality,Pedestrian,1,0,44,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,10,2016-10-03 04:06:00 UTC,32.38931111,-93.28173056,U.S. Highway,Pedestrian,1,0,27,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,6,2016-06-29 00:43:00 UTC,32.94036944,-93.45726944,U.S. Highway,Pedestrian,1,0,65,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-14 21:04:00 UTC,32.55803333,-93.73615833,Interstate,Motor Vehicle in Transport,1,0,31,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,6,2016-06-29 00:43:00 UTC,32.94036944,-93.45726944,U.S. Highway,Pedestrian,1,0,74,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,11,2016-11-22 01:00:00 UTC,30.31351111,-91.84329722,Interstate,Motor Vehicle in Transport,1,0,81,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,11,2016-11-22 01:00:00 UTC,30.31351111,-91.84329722,Interstate,Motor Vehicle in Transport,1,0,81,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,11,2016-11-22 01:00:00 UTC,30.31351111,-91.84329722,Interstate,Motor Vehicle in Transport,1,0,81,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,9,2016-09-06 12:38:00 UTC,29.72664722,-90.60948611,State Highway,Pedalcyclist,1,0,56,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
Louisiana,5,2016-05-23 13:20:00 UTC,29.94936111,-90.06936111,Local Street – Municipality,Pedalcyclist,1,0,68,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,11,2016-11-06 01:55:00 UTC,30.2005,-92.05476667,U.S. Highway,Pedestrian,1,0,19,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,12,2016-12-11 22:00:00 UTC,31.26715833,-92.43761111,Interstate,Pedestrian,1,0,12,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,12,2016-12-11 22:00:00 UTC,31.26715833,-92.43761111,Interstate,Pedestrian,1,0,15,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,12,2016-12-11 22:00:00 UTC,31.26715833,-92.43761111,Interstate,Pedestrian,1,0,35,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,4,2016-04-24 01:10:00 UTC,30.24666111,-92.9339,Interstate,Pedestrian,1,0,27,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),Yes (Drugs Involved),Not Reported
Louisiana,4,2016-04-10 02:04:00 UTC,31.28639722,-92.44166667,Interstate,Pedestrian,1,1,38,Female,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Louisiana,4,2016-04-10 02:04:00 UTC,31.28639722,-92.44166667,Interstate,Pedestrian,1,1,42,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,9,2016-09-18 00:19:00 UTC,30.47886111,-90.46179167,Interstate,Pedestrian,1,0,36,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,9,2016-09-18 00:19:00 UTC,30.47886111,-90.46179167,Interstate,Pedestrian,1,0,19,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,10,2016-10-11 19:20:00 UTC,30.20861111,-92.03576944,U.S. Highway,Pedestrian,1,0,21,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,7,2016-07-30 13:45:00 UTC,30.13658889,-89.87031944,Interstate,Pedestrian,1,0,16,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,7,2016-07-30 13:45:00 UTC,30.13658889,-89.87031944,Interstate,Pedestrian,1,0,51,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,3,2016-03-22 07:26:00 UTC,30.57729444,-90.54406667,State Highway,Pedestrian,1,0,40,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,9,2016-09-03 20:17:00 UTC,29.97431389,-91.84524722,U.S. Highway,Pedestrian,1,0,28,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,3,2016-03-16 20:45:00 UTC,32.53255278,-93.675625,U.S. Highway,Pedestrian,1,0,57,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,4,2016-04-10 20:45:00 UTC,30.23710556,-93.26150833,Interstate,Pedestrian,1,0,38,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,4,2016-04-10 20:45:00 UTC,30.23710556,-93.26150833,Interstate,Pedestrian,1,0,38,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,7,2016-07-03 05:00:00 UTC,32.61933889,-92.06173056,U.S. Highway,Parked Motor Vehicle (Not In Transport),1,1,41,Male,Occupant of a Motor Vehicle Not In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,7,2016-07-03 05:00:00 UTC,32.61933889,-92.06173056,U.S. Highway,Parked Motor Vehicle (Not In Transport),1,1,41,Male,Occupant of a Motor Vehicle Not In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,4,2016-04-10 20:45:00 UTC,30.23710556,-93.26150833,Interstate,Pedestrian,1,0,30,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,4,2016-04-10 20:45:00 UTC,30.23710556,-93.26150833,Interstate,Pedestrian,1,0,30,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-19 23:14:00 UTC,30.54831944,-90.48273056,U.S. Highway,Pedestrian,1,0,37,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,4,2016-04-10 20:45:00 UTC,30.23710556,-93.26150833,Interstate,Pedestrian,1,0,8,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-19 23:14:00 UTC,30.54831944,-90.48273056,U.S. Highway,Pedestrian,1,0,33,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,2,2016-02-09 15:00:00 UTC,29.96768889,-90.09071111,Local Street – Municipality,Pedestrian,1,1,38,Male,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),No (Drugs Not Involved),Not Reported
Louisiana,1,2016-01-22 17:08:00 UTC,32.06339444,-93.77835278,U.S. Highway,Pedestrian,1,0,17,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-04 04:33:00 UTC,30.53601389,-90.48270278,U.S. Highway,Pedestrian,1,0,1,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-04 04:33:00 UTC,30.53601389,-90.48270278,U.S. Highway,Pedestrian,1,0,45,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,4,2016-04-09 00:50:00 UTC,29.89971389,-90.38731111,State Highway,Pedestrian,1,0,22,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-04 04:33:00 UTC,30.53601389,-90.48270278,U.S. Highway,Pedestrian,1,0,11,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-04 04:33:00 UTC,30.53601389,-90.48270278,U.S. Highway,Pedestrian,1,0,5,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,7,2016-07-15 21:30:00 UTC,30.461125,-93.23256389,U.S. Highway,Pedestrian,1,0,68,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),Yes (Drugs Involved),Not Reported
Louisiana,7,2016-07-15 21:30:00 UTC,30.461125,-93.23256389,U.S. Highway,Pedestrian,1,0,59,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,7,2016-07-14 21:05:00 UTC,32.46681389,-92.08239444,U.S. Highway,Pedestrian,1,0,57,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,2,2016-02-22 19:26:00 UTC,30.95788889,-93.282275,U.S. Highway,Pedestrian,1,0,62,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,2,2016-02-21 21:24:00 UTC,30.39393333,-91.04952222,U.S. Highway,Pedestrian,1,0,9,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,2,2016-02-21 21:24:00 UTC,30.39393333,-91.04952222,U.S. Highway,Pedestrian,1,0,23,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,2,2016-02-21 21:24:00 UTC,30.39393333,-91.04952222,U.S. Highway,Pedestrian,1,0,31,Female,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),Unknown (Police Reported),Not Reported
Louisiana,11,2016-11-16 15:15:00 UTC,29.90228889,-90.15298333,U.S. Highway,Parked Motor Vehicle (Not In Transport),1,0,64,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,9,2016-09-19 06:37:00 UTC,32.32107222,-93.83063889,U.S. Highway,Pedestrian,1,0,38,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,9,2016-09-25 00:34:00 UTC,32.76848889,-91.95366111,U.S. Highway,Pedestrian,1,0,73,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,5,2016-05-15 09:44:00 UTC,32.44201389,-93.77144722,State Highway,Pedestrian,1,0,64,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,9,2016-09-30 06:11:00 UTC,30.322775,-91.27979167,State Highway,Pedestrian,1,0,9,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,9,2016-09-30 06:11:00 UTC,30.322775,-91.27979167,State Highway,Pedestrian,1,0,11,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,9,2016-09-30 06:11:00 UTC,30.322775,-91.27979167,State Highway,Pedestrian,1,0,32,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,37,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,37,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,8,2016-08-28 07:17:00 UTC,30.11116389,-90.54323889,Interstate,Motor Vehicle in Transport,3,0,37,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
Louisiana,12,2016-12-07 22:35:00 UTC,29.96007222,-90.06978056,Local Street – Municipality,Pedestrian,1,0,25,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Not Reported
Louisiana,10,2016-10-05 20:04:00 UTC,30.50454167,-90.49661944,U.S. Highway,Pedestrian,1,0,18,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,Not Reported
